"Lung and Bronchus Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
Female,"Black (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"Black (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Female,"Hispanic (any race)","All Ages","All Stages",23.0165,0.6190,21.8137,24.2396
Female,"Hispanic (any race)","All Ages",Localized,63.5177,1.7631,59.9506,66.8591
Female,"Hispanic (any race)","All Ages",Regional,35.6364,1.6291,32.4519,38.8298
Female,"Hispanic (any race)","All Ages",Distant,6.9166,0.5393,5.9100,8.0241
Female,"Hispanic (any race)","All Ages",Unstaged,9.4405,1.9027,6.1412,13.5819
Female,"Hispanic (any race)","Ages < 50","All Stages",36.0286,2.2348,31.6648,40.4039
Female,"Hispanic (any race)","Ages < 50",Localized,84.2956,4.0311,74.4009,90.6012
Female,"Hispanic (any race)","Ages < 50",Regional,65.5098,4.9328,54.9044,74.2016
Female,"Hispanic (any race)","Ages < 50",Distant,10.4965,2.1682,6.7366,15.2050
Female,"Hispanic (any race)","Ages < 50",Unstaged,42.4122,11.0866,21.0409,62.3754
Female,"Hispanic (any race)","Ages 50-64","All Stages",26.6601,1.1777,24.3783,28.9907
Female,"Hispanic (any race)","Ages 50-64",Localized,79.9376,2.8302,73.6923,84.8528
Female,"Hispanic (any race)","Ages 50-64",Regional,39.3870,2.9057,33.6839,45.0318
Female,"Hispanic (any race)","Ages 50-64",Distant,8.8804,1.0543,6.9559,11.0863
Female,"Hispanic (any race)","Ages 50-64",Unstaged,13.7601,5.5002,5.2648,26.2849
Female,"Hispanic (any race)","Ages 65+","All Stages",19.6266,0.7674,18.1454,21.1523
Female,"Hispanic (any race)","Ages 65+",Localized,54.6652,2.3134,50.0147,59.0704
Female,"Hispanic (any race)","Ages 65+",Regional,29.5961,2.0793,25.5812,33.7116
Female,"Hispanic (any race)","Ages 65+",Distant,5.4180,0.6450,4.2496,6.7798
Female,"Hispanic (any race)","Ages 65+",Unstaged,6.6019,1.9089,3.5157,11.0110
Female,"Hispanic (any race)","Ages <15","All Stages",-,-,-,-
Female,"Hispanic (any race)","Ages <15",Localized,-,-,-,-
Female,"Hispanic (any race)","Ages <15",Regional,-,-,-,-
Female,"Hispanic (any race)","Ages <15",Distant,-,-,-,-
Female,"Hispanic (any race)","Ages <15",Unstaged,-,-,-,-
Female,"Hispanic (any race)","Ages 15-39","All Stages",51.2153,4.5109,42.0601,59.6321
Female,"Hispanic (any race)","Ages 15-39",Localized,85.5873,6.1205,68.1801,93.8719
Female,"Hispanic (any race)","Ages 15-39",Regional,83.4103,7.6937,61.1753,93.5234
Female,"Hispanic (any race)","Ages 15-39",Distant,15.1852,6.0294,5.7942,28.7284
Female,"Hispanic (any race)","Ages 15-39",Unstaged,-,-,-,-
Female,"Hispanic (any race)","Ages 40-64","All Stages",27.2507,1.0643,25.1847,29.3537
Female,"Hispanic (any race)","Ages 40-64",Localized,80.6262,2.5044,75.1486,85.0173
Female,"Hispanic (any race)","Ages 40-64",Regional,42.3623,2.6435,37.1445,47.4776
Female,"Hispanic (any race)","Ages 40-64",Distant,8.8610,0.9496,7.1152,10.8359
Female,"Hispanic (any race)","Ages 40-64",Unstaged,19.6888,5.3295,10.5136,30.9597
Female,"Hispanic (any race)","Ages 65-74","All Stages",24.4991,1.1770,22.2257,26.8352
Female,"Hispanic (any race)","Ages 65-74",Localized,64.3980,3.0877,57.9928,70.0845
Female,"Hispanic (any race)","Ages 65-74",Regional,33.0936,2.9089,27.4651,38.8174
Female,"Hispanic (any race)","Ages 65-74",Distant,6.4675,1.0168,4.6675,8.6558
Female,"Hispanic (any race)","Ages 65-74",Unstaged,14.4052,4.3388,7.2243,23.9619
Female,"Hispanic (any race)","Ages 75+","All Stages",15.3579,0.9957,13.4658,17.3655
Female,"Hispanic (any race)","Ages 75+",Localized,44.6939,3.4056,37.9302,51.2212
Female,"Hispanic (any race)","Ages 75+",Regional,25.7959,2.9328,20.2470,31.6802
Female,"Hispanic (any race)","Ages 75+",Distant,4.4142,0.8154,3.0069,6.2132
Female,"Hispanic (any race)","Ages 75+",Unstaged,5.0370,1.8563,2.2249,9.5682
Female,"Hispanic (any race)","Ages < 20","All Stages",-,-,-,-
Female,"Hispanic (any race)","Ages < 20",Localized,-,-,-,-
Female,"Hispanic (any race)","Ages < 20",Regional,-,-,-,-
Female,"Hispanic (any race)","Ages < 20",Distant,-,-,-,-
Female,"Hispanic (any race)","Ages < 20",Unstaged,-,-,-,-
Female,"Non-Hispanic White","All Ages","All Stages",23.0314,0.1737,22.6918,23.3727
Female,"Non-Hispanic White","All Ages",Localized,62.1597,0.5172,61.1369,63.1643
Female,"Non-Hispanic White","All Ages",Regional,34.4602,0.4229,33.6321,35.2895
Female,"Non-Hispanic White","All Ages",Distant,6.0099,0.1372,5.7449,6.2828
Female,"Non-Hispanic White","All Ages",Unstaged,8.1413,0.5338,7.1356,9.2278
Female,"Non-Hispanic White","Ages < 50","All Stages",32.7074,0.8615,31.0242,34.3999
Female,"Non-Hispanic White","Ages < 50",Localized,84.8603,1.6572,81.2802,87.8075
Female,"Non-Hispanic White","Ages < 50",Regional,49.3700,1.9938,45.4032,53.2086
Female,"Non-Hispanic White","Ages < 50",Distant,10.3170,0.7730,8.8648,11.8935
Female,"Non-Hispanic White","Ages < 50",Unstaged,34.0183,6.1465,22.3694,46.0051
Female,"Non-Hispanic White","Ages 50-64","All Stages",25.7787,0.3234,25.1470,26.4146
Female,"Non-Hispanic White","Ages 50-64",Localized,71.4527,0.8784,69.6898,73.1336
Female,"Non-Hispanic White","Ages 50-64",Regional,40.3921,0.7827,38.8555,41.9227
Female,"Non-Hispanic White","Ages 50-64",Distant,7.6600,0.2710,7.1401,8.2025
Female,"Non-Hispanic White","Ages 50-64",Unstaged,17.7298,1.9278,14.1322,21.6661
Female,"Non-Hispanic White","Ages 65+","All Stages",21.3411,0.2129,20.9253,21.7598
Female,"Non-Hispanic White","Ages 65+",Localized,57.6577,0.6479,56.3767,58.9160
Female,"Non-Hispanic White","Ages 65+",Regional,31.1159,0.5191,30.1010,32.1356
Female,"Non-Hispanic White","Ages 65+",Distant,4.9787,0.1609,4.6699,5.3008
Female,"Non-Hispanic White","Ages 65+",Unstaged,6.1326,0.5264,5.1562,7.2202
Female,"Non-Hispanic White","Ages <15","All Stages",-,-,-,-
Female,"Non-Hispanic White","Ages <15",Localized,-,-,-,-
Female,"Non-Hispanic White","Ages <15",Regional,-,-,-,-
Female,"Non-Hispanic White","Ages <15",Distant,-,-,-,-
Female,"Non-Hispanic White","Ages <15",Unstaged,-,-,-,-
Female,"Non-Hispanic White","Ages 15-39","All Stages",55.4006,2.3368,50.6964,59.8436
Female,"Non-Hispanic White","Ages 15-39",Localized,98.0452,1.2177,93.4499,99.4264
Female,"Non-Hispanic White","Ages 15-39",Regional,68.9834,4.6246,58.9224,77.0556
Female,"Non-Hispanic White","Ages 15-39",Distant,19.6172,3.0047,14.1082,25.8050
Female,"Non-Hispanic White","Ages 15-39",Unstaged,-,-,-,-
Female,"Non-Hispanic White","Ages 40-64","All Stages",26.1327,0.3044,25.5379,26.7311
Female,"Non-Hispanic White","Ages 40-64",Localized,72.4556,0.8159,70.8191,74.0179
Female,"Non-Hispanic White","Ages 40-64",Regional,41.0400,0.7360,39.5947,42.4791
Female,"Non-Hispanic White","Ages 40-64",Distant,7.8411,0.2560,7.3491,8.3525
Female,"Non-Hispanic White","Ages 40-64",Unstaged,18.5817,1.8449,15.1179,22.3303
Female,"Non-Hispanic White","Ages 65-74","All Stages",25.3119,0.3080,24.7102,25.9176
Female,"Non-Hispanic White","Ages 65-74",Localized,65.6561,0.8237,64.0144,67.2431
Female,"Non-Hispanic White","Ages 65-74",Regional,34.7936,0.7186,33.3870,36.2032
Female,"Non-Hispanic White","Ages 65-74",Distant,6.2898,0.2456,5.8203,6.7829
Female,"Non-Hispanic White","Ages 65-74",Unstaged,11.7264,1.2275,9.4549,14.2606
Female,"Non-Hispanic White","Ages 75+","All Stages",17.6325,0.2957,17.0570,18.2162
Female,"Non-Hispanic White","Ages 75+",Localized,49.5333,0.9980,47.5616,51.4723
Female,"Non-Hispanic White","Ages 75+",Regional,27.3144,0.7520,25.8502,28.7969
Female,"Non-Hispanic White","Ages 75+",Distant,3.7107,0.2112,3.3127,4.1409
Female,"Non-Hispanic White","Ages 75+",Unstaged,3.9202,0.5447,2.9507,5.0904
Female,"Non-Hispanic White","Ages < 20","All Stages",82.1147,7.2901,62.0941,92.1745
Female,"Non-Hispanic White","Ages < 20",Localized,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Regional,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Distant,-,-,-,-
Female,"Non-Hispanic White","Ages < 20",Unstaged,-,-,-,-
Female,"White (includes Hispanic)","All Ages","All Stages",23.0167,0.1674,22.6893,23.3456
Female,"White (includes Hispanic)","All Ages",Localized,62.2234,0.4976,61.2397,63.1902
Female,"White (includes Hispanic)","All Ages",Regional,34.5691,0.4099,33.7663,35.3731
Female,"White (includes Hispanic)","All Ages",Distant,6.0602,0.1332,5.8028,6.3248
Female,"White (includes Hispanic)","All Ages",Unstaged,8.2505,0.5142,7.2797,9.2950
Female,"White (includes Hispanic)","Ages < 50","All Stages",33.0170,0.8064,31.4407,34.6007
Female,"White (includes Hispanic)","Ages < 50",Localized,84.7072,1.5403,81.4058,87.4680
Female,"White (includes Hispanic)","Ages < 50",Regional,51.0336,1.8776,47.2933,54.6452
Female,"White (includes Hispanic)","Ages < 50",Distant,10.3276,0.7297,8.9534,11.8126
Female,"White (includes Hispanic)","Ages < 50",Unstaged,35.7820,5.4684,25.2719,46.3990
Female,"White (includes Hispanic)","Ages 50-64","All Stages",25.8376,0.3123,25.2274,26.4515
Female,"White (includes Hispanic)","Ages 50-64",Localized,71.9824,0.8442,70.2889,73.5983
Female,"White (includes Hispanic)","Ages 50-64",Regional,40.4306,0.7567,38.9451,41.9105
Female,"White (includes Hispanic)","Ages 50-64",Distant,7.7302,0.2632,7.2248,8.2565
Female,"White (includes Hispanic)","Ages 50-64",Unstaged,17.3641,1.8236,13.9569,21.0860
Female,"White (includes Hispanic)","Ages 65+","All Stages",21.2233,0.2053,20.8222,21.6271
Female,"White (includes Hispanic)","Ages 65+",Localized,57.4608,0.6251,56.2253,58.6753
Female,"White (includes Hispanic)","Ages 65+",Regional,31.0579,0.5043,30.0720,32.0485
Female,"White (includes Hispanic)","Ages 65+",Distant,4.9988,0.1561,4.6990,5.3111
Female,"White (includes Hispanic)","Ages 65+",Unstaged,6.1750,0.5079,5.2306,7.2221
Female,"White (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Localized,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Regional,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Distant,-,-,-,-
Female,"White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Female,"White (includes Hispanic)","Ages 15-39","All Stages",54.3516,2.0917,50.1581,58.3479
Female,"White (includes Hispanic)","Ages 15-39",Localized,95.1717,1.8123,90.0140,97.6990
Female,"White (includes Hispanic)","Ages 15-39",Regional,71.7728,4.0545,62.9326,78.8573
Female,"White (includes Hispanic)","Ages 15-39",Distant,19.0135,2.6789,14.0793,24.5215
Female,"White (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Female,"White (includes Hispanic)","Ages 40-64","All Stages",26.1976,0.2931,25.6247,26.7736
Female,"White (includes Hispanic)","Ages 40-64",Localized,72.9873,0.7814,71.4206,74.4842
Female,"White (includes Hispanic)","Ages 40-64",Regional,41.2035,0.7103,39.8087,42.5924
Female,"White (includes Hispanic)","Ages 40-64",Distant,7.8981,0.2477,7.4216,8.3926
Female,"White (includes Hispanic)","Ages 40-64",Unstaged,18.7318,1.7500,15.4364,22.2798
Female,"White (includes Hispanic)","Ages 65-74","All Stages",25.2693,0.2982,24.6866,25.8556
Female,"White (includes Hispanic)","Ages 65-74",Localized,65.5880,0.7968,64.0009,67.1241
Female,"White (includes Hispanic)","Ages 65-74",Regional,34.7343,0.6984,33.3672,36.1044
Female,"White (includes Hispanic)","Ages 65-74",Distant,6.3154,0.2391,5.8578,6.7951
Female,"White (includes Hispanic)","Ages 65-74",Unstaged,11.7769,1.1837,9.5811,14.2155
Female,"White (includes Hispanic)","Ages 75+","All Stages",17.4603,0.2839,16.9078,18.0204
Female,"White (includes Hispanic)","Ages 75+",Localized,49.2278,0.9607,47.3307,51.0954
Female,"White (includes Hispanic)","Ages 75+",Regional,27.2529,0.7295,25.8322,28.6909
Female,"White (includes Hispanic)","Ages 75+",Distant,3.7377,0.2039,3.3527,4.1523
Female,"White (includes Hispanic)","Ages 75+",Unstaged,3.9904,0.5226,3.0548,5.1070
Female,"White (includes Hispanic)","Ages < 20","All Stages",83.3360,6.2502,66.4784,92.1837
Female,"White (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Female,"White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","All Ages","All Stages",16.0955,0.1288,15.8439,16.3489
Male,"All Races (includes Hispanic)","All Ages",Localized,51.1983,0.5091,50.1958,52.1912
Male,"All Races (includes Hispanic)","All Ages",Regional,27.0614,0.3380,26.4008,27.7257
Male,"All Races (includes Hispanic)","All Ages",Distant,4.2288,0.0935,4.0483,4.4148
Male,"All Races (includes Hispanic)","All Ages",Unstaged,7.4511,0.4485,6.6040,8.3619
Male,"All Races (includes Hispanic)","Ages < 50","All Stages",22.4096,0.6321,21.1823,23.6595
Male,"All Races (includes Hispanic)","Ages < 50",Localized,79.4658,1.9513,75.3233,82.9923
Male,"All Races (includes Hispanic)","Ages < 50",Regional,39.2030,1.6661,35.9324,42.4552
Male,"All Races (includes Hispanic)","Ages < 50",Distant,7.9891,0.5360,6.9803,9.0813
Male,"All Races (includes Hispanic)","Ages < 50",Unstaged,30.1587,4.5679,21.5338,39.2295
Male,"All Races (includes Hispanic)","Ages 50-64","All Stages",17.1331,0.2156,16.7129,17.5579
Male,"All Races (includes Hispanic)","Ages 50-64",Localized,58.2372,0.8819,56.4871,59.9437
Male,"All Races (includes Hispanic)","Ages 50-64",Regional,31.2015,0.5761,30.0754,32.3333
Male,"All Races (includes Hispanic)","Ages 50-64",Distant,5.0154,0.1633,4.7022,5.3423
Male,"All Races (includes Hispanic)","Ages 50-64",Unstaged,12.8035,1.1682,10.6214,15.1953
Male,"All Races (includes Hispanic)","Ages 65+","All Stages",15.0923,0.1670,14.7667,15.4212
Male,"All Races (includes Hispanic)","Ages 65+",Localized,47.0618,0.6386,45.8049,48.3079
Male,"All Races (includes Hispanic)","Ages 65+",Regional,24.0497,0.4324,23.2068,24.9015
Male,"All Races (includes Hispanic)","Ages 65+",Distant,3.4514,0.1154,3.2305,3.6828
Male,"All Races (includes Hispanic)","Ages 65+",Unstaged,5.2377,0.4501,4.4041,6.1694
Male,"All Races (includes Hispanic)","Ages <15","All Stages",85.1839,8.1306,59.7549,95.1287
Male,"All Races (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"All Races (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"All Races (includes Hispanic)","Ages 15-39","All Stages",38.5486,1.7869,35.0436,42.0382
Male,"All Races (includes Hispanic)","Ages 15-39",Localized,94.7640,2.1575,88.3997,97.6815
Male,"All Races (includes Hispanic)","Ages 15-39",Regional,61.1426,4.2162,52.3351,68.8126
Male,"All Races (includes Hispanic)","Ages 15-39",Distant,12.9220,1.7451,9.7411,16.5639
Male,"All Races (includes Hispanic)","Ages 15-39",Unstaged,47.9363,8.8704,29.9949,63.8265
Male,"All Races (includes Hispanic)","Ages 40-64","All Stages",17.3182,0.2048,16.9190,17.7215
Male,"All Races (includes Hispanic)","Ages 40-64",Localized,59.3435,0.8397,57.6772,60.9681
Male,"All Races (includes Hispanic)","Ages 40-64",Regional,31.5915,0.5476,30.5207,32.6671
Male,"All Races (includes Hispanic)","Ages 40-64",Distant,5.2313,0.1571,4.9293,5.5453
Male,"All Races (includes Hispanic)","Ages 40-64",Unstaged,13.8598,1.1600,11.6808,16.2227
Male,"All Races (includes Hispanic)","Ages 65-74","All Stages",17.4270,0.2291,16.9804,17.8786
Male,"All Races (includes Hispanic)","Ages 65-74",Localized,53.0295,0.8180,51.4127,54.6184
Male,"All Races (includes Hispanic)","Ages 65-74",Regional,27.4322,0.5781,26.3048,28.5703
Male,"All Races (includes Hispanic)","Ages 65-74",Distant,4.1459,0.1647,3.8318,4.4773
Male,"All Races (includes Hispanic)","Ages 65-74",Unstaged,7.7308,0.8170,6.2306,9.4329
Male,"All Races (includes Hispanic)","Ages 75+","All Stages",12.3563,0.2458,11.8795,12.8428
Male,"All Races (includes Hispanic)","Ages 75+",Localized,40.0372,1.0043,38.0651,42.0003
Male,"All Races (includes Hispanic)","Ages 75+",Regional,19.7433,0.6561,18.4738,21.0448
Male,"All Races (includes Hispanic)","Ages 75+",Distant,2.6188,0.1601,2.3185,2.9463
Male,"All Races (includes Hispanic)","Ages 75+",Unstaged,3.6643,0.5152,2.7491,4.7732
Male,"All Races (includes Hispanic)","Ages < 20","All Stages",82.9906,6.0432,66.9744,91.6938
Male,"All Races (includes Hispanic)","Ages < 20",Localized,100.0000,0.0000,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"All Races (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages","All Stages",12.3649,1.7823,9.1373,16.1048
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Localized,39.2149,7.8943,24.0064,54.1097
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Regional,21.7680,4.9827,12.9207,32.1077
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Distant,2.9674,1.1713,1.2491,5.9426
Male,"American Indian / Alaska Native (includes Hispanic)","All Ages",Unstaged,11.0758,6.0875,2.7593,25.9600
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64","All Stages",18.0719,3.1471,12.3866,24.6254
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Localized,58.7333,11.1231,34.3362,76.7262
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Regional,23.7268,6.9661,11.6939,38.1253
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Distant,3.7793,2.3929,0.8359,10.6175
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+","All Stages",6.8733,2.2257,3.3583,12.0939
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Localized,0.0000,0.0000,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Regional,15.7359,7.7885,4.3947,33.4753
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Distant,2.1269,1.1897,0.5983,5.5219
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65+",Unstaged,9.7103,6.5859,1.6184,26.7470
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64","All Stages",18.6795,3.0190,13.1810,24.9304
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Localized,63.9344,10.1463,40.7952,79.9986
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Regional,26.1264,7.0910,13.6012,40.5338
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Distant,3.2619,2.0729,0.7261,9.2665
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74","All Stages",5.4713,2.4343,1.9788,11.6214
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Regional,10.1295,8.1318,1.0545,31.6091
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Distant,3.1949,1.8085,0.8629,8.2487
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+","All Stages",9.1225,4.0635,3.1813,18.9598
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Regional,23.5545,9.6809,8.0138,43.6814
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Distant,0.0000,0.0000,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages","All Stages",17.6556,0.5038,16.6800,18.6546
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Localized,56.7862,1.9409,52.8882,60.4895
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Regional,28.9021,1.3886,26.2085,31.6456
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Distant,6.7932,0.4351,5.9739,7.6796
Male,"Asian / Pacific Islander (includes Hispanic)","All Ages",Unstaged,12.9006,1.9139,9.4389,16.9176
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50","All Stages",25.6313,2.3832,21.0904,30.3981
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Localized,81.4548,7.8238,59.8358,92.1339
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Regional,45.1357,6.7278,31.7110,57.6380
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Distant,15.3931,2.3496,11.1285,20.2954
Male,"Asian / Pacific Islander (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64","All Stages",20.1682,0.9488,18.3420,22.0587
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Localized,70.1482,3.6005,62.4451,76.5694
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Regional,35.9403,2.5928,30.8837,41.0144
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Distant,8.3492,0.8246,6.8267,10.0582
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 50-64",Unstaged,26.1556,5.2516,16.5553,36.7858
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+","All Stages",15.9177,0.6133,14.7368,17.1400
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Localized,51.4366,2.2942,46.8488,55.8273
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Regional,24.8612,1.6770,21.6416,28.2030
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Distant,5.1040,0.5086,4.1710,6.1661
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65+",Unstaged,7.9885,1.8309,4.8861,12.0558
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39","All Stages",33.4816,5.1827,23.6031,43.6392
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Distant,19.4257,5.0149,10.7380,30.0214
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64","All Stages",20.6023,0.8938,18.8788,22.3804
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Localized,71.0301,3.3632,63.8473,77.0443
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Regional,36.0672,2.4483,31.2891,40.8584
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Distant,9.1845,0.8004,7.6941,10.8304
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 40-64",Unstaged,27.9339,5.1676,18.3654,38.2995
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74","All Stages",19.6428,0.9382,17.8383,21.5136
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Localized,61.1926,3.0915,54.8345,66.9338
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Regional,28.5265,2.4200,23.8799,33.3332
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Distant,6.7787,0.8253,5.2818,8.5177
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 65-74",Unstaged,11.8359,3.5510,6.0141,19.7887
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+","All Stages",12.4671,0.7936,10.9629,14.0719
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Localized,41.5828,3.2806,35.1139,47.9164
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Regional,21.0957,2.3185,16.7441,25.7963
Male,"Asian / Pacific Islander (includes Hispanic)","Ages 75+",Distant,3.5812,0.6082,2.5235,4.9159
