"Breast Cancer"
"5-Year SEER Relative Survival Rates, 2009-2015"

Sex,Race/Ethnicity,Age,"Stage at Diagnosis","Relative Survival Rate (%)","Relative Survival Rate Standard Error","Relative Survival Rate Lower Confidence Interval","Relative Survival Rate Upper Confidence Interval"
Male,"Non-Hispanic White","Ages 50-64",Localized,94.1730,2.4856,86.7522,97.4956
Male,"Non-Hispanic White","Ages 50-64",Regional,86.8764,2.9444,79.8050,91.6002
Male,"Non-Hispanic White","Ages 50-64",Distant,35.4082,7.9528,20.4644,50.6903
Male,"Non-Hispanic White","Ages 50-64",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 65+","All Stages",86.4167,2.3780,80.9585,90.4026
Male,"Non-Hispanic White","Ages 65+",Localized,97.8069,3.1648,67.8946,99.8731
Male,"Non-Hispanic White","Ages 65+",Regional,84.8415,3.6573,75.9695,90.6357
Male,"Non-Hispanic White","Ages 65+",Distant,17.5289,7.5779,5.8853,34.2865
Male,"Non-Hispanic White","Ages 65+",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages <15","All Stages",-,-,-,-
Male,"Non-Hispanic White","Ages <15",Localized,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Regional,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages <15",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 15-39","All Stages",-,-,-,-
Male,"Non-Hispanic White","Ages 15-39",Localized,-,-,-,-
Male,"Non-Hispanic White","Ages 15-39",Regional,-,-,-,-
Male,"Non-Hispanic White","Ages 15-39",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages 15-39",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 40-64","All Stages",86.0726,1.7747,82.1717,89.1763
Male,"Non-Hispanic White","Ages 40-64",Localized,94.8806,2.0540,88.8853,97.6835
Male,"Non-Hispanic White","Ages 40-64",Regional,87.9850,2.5927,81.7921,92.1713
Male,"Non-Hispanic White","Ages 40-64",Distant,34.9367,7.2051,21.3417,48.8683
Male,"Non-Hispanic White","Ages 40-64",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 65-74","All Stages",85.8529,2.5392,80.0071,90.0946
Male,"Non-Hispanic White","Ages 65-74",Localized,94.6415,3.1394,83.5840,98.3228
Male,"Non-Hispanic White","Ages 65-74",Regional,85.7892,4.0412,75.5823,91.9503
Male,"Non-Hispanic White","Ages 65-74",Distant,19.7204,8.0237,7.0421,37.0307
Male,"Non-Hispanic White","Ages 65-74",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages 75+","All Stages",86.6151,3.5666,77.7260,92.1323
Male,"Non-Hispanic White","Ages 75+",Localized,96.9283,3.2053,77.9510,99.6100
Male,"Non-Hispanic White","Ages 75+",Regional,83.8554,6.7970,64.7874,93.1066
Male,"Non-Hispanic White","Ages 75+",Distant,18.9367,11.8957,3.0581,45.2014
Male,"Non-Hispanic White","Ages 75+",Unstaged,-,-,-,-
Male,"Non-Hispanic White","Ages < 20","All Stages",-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Localized,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Regional,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Distant,-,-,-,-
Male,"Non-Hispanic White","Ages < 20",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","All Ages","All Stages",85.9467,1.4529,82.8218,88.5428
Male,"White (includes Hispanic)","All Ages",Localized,96.2524,1.9083,89.9745,98.6285
Male,"White (includes Hispanic)","All Ages",Regional,86.3318,2.1834,81.3894,90.0418
Male,"White (includes Hispanic)","All Ages",Distant,24.6007,4.9980,15.5226,34.7935
Male,"White (includes Hispanic)","All Ages",Unstaged,54.6810,10.4871,32.4593,72.3354
Male,"White (includes Hispanic)","Ages < 50","All Stages",87.9848,2.6942,81.4995,92.3027
Male,"White (includes Hispanic)","Ages < 50",Localized,96.7356,2.4470,86.2581,99.2576
Male,"White (includes Hispanic)","Ages < 50",Regional,94.2650,3.2310,83.1770,98.1242
Male,"White (includes Hispanic)","Ages < 50",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages < 50",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 50-64","All Stages",84.9438,1.9922,80.5515,88.4157
Male,"White (includes Hispanic)","Ages 50-64",Localized,93.9659,2.3903,87.0523,97.2451
Male,"White (includes Hispanic)","Ages 50-64",Regional,87.6289,2.7900,80.9103,92.0969
Male,"White (includes Hispanic)","Ages 50-64",Distant,30.0769,7.5823,16.3229,45.0990
Male,"White (includes Hispanic)","Ages 50-64",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 65+","All Stages",86.1328,2.2930,80.9175,90.0105
Male,"White (includes Hispanic)","Ages 65+",Localized,97.0796,3.0506,78.9177,99.6297
Male,"White (includes Hispanic)","Ages 65+",Regional,83.8841,3.5416,75.4709,89.6070
Male,"White (includes Hispanic)","Ages 65+",Distant,20.9852,7.6914,8.4288,37.3225
Male,"White (includes Hispanic)","Ages 65+",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages <15","All Stages",-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages <15",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39","All Stages",86.1407,6.6493,66.2790,94.7323
Male,"White (includes Hispanic)","Ages 15-39",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages 15-39",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 40-64","All Stages",85.7363,1.7070,82.0115,88.7430
Male,"White (includes Hispanic)","Ages 40-64",Localized,94.9372,1.9229,89.4450,97.6091
Male,"White (includes Hispanic)","Ages 40-64",Regional,88.8509,2.4252,83.0384,92.7575
Male,"White (includes Hispanic)","Ages 40-64",Distant,28.1029,6.6466,16.0605,41.4382
Male,"White (includes Hispanic)","Ages 40-64",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 65-74","All Stages",85.0126,2.4828,79.3740,89.2141
Male,"White (includes Hispanic)","Ages 65-74",Localized,93.7524,3.0809,83.9390,97.6508
Male,"White (includes Hispanic)","Ages 65-74",Regional,83.7841,3.9977,74.0701,90.0965
Male,"White (includes Hispanic)","Ages 65-74",Distant,24.2204,8.4194,10.0997,41.6031
Male,"White (includes Hispanic)","Ages 65-74",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages 75+","All Stages",86.6609,3.3984,78.2779,91.9713
Male,"White (includes Hispanic)","Ages 75+",Localized,97.1241,3.0154,79.0708,99.6380
Male,"White (includes Hispanic)","Ages 75+",Regional,84.1221,5.0928,70.9331,91.6634
Male,"White (includes Hispanic)","Ages 75+",Distant,18.9367,11.8957,3.0581,45.2014
Male,"White (includes Hispanic)","Ages 75+",Unstaged,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20","All Stages",-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Localized,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Regional,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Distant,-,-,-,-
Male,"White (includes Hispanic)","Ages < 20",Unstaged,-,-,-,-

"Data Source:"
"SEER 18 areas [http://seer.cancer.gov/registries/terms.html] (San Francisco, Connecticut, Detroit, Hawaii, Iowa, New Mexico, Seattle, Utah, Atlanta, San Jose-Monterey, Los Angeles, Alaska Native Registry, Rural Georgia, California excluding SF/SJM/LA, Kentucky, Louisiana, New Jersey, and Georgia excluding ATL/RG)."
Methodology:
"The five-year survival rates are calculated using monthly intervals."
"The Expected Survival Life Tables [https://seer.cancer.gov/expsurvival/] by Socio-Economic Standards were used."
"Race/Ethnicity Coding:"
"Rates for American Indians/Alaska Natives only include cases that are in a Purchased/Referred Care Delivery Area (PRCDA). See  SEER Race Recode Documentation for American Indian/Alaskan Native Statistics [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#ai-an]."
"Hispanics and Non-Hispanics are not mutually exclusive from whites, blacks, Asian/Pacific Islanders, and American Indians/Alaska Natives. Incidence data for Hispanics and Non-Hispanics are based on the NAACCR Hispanic Latino Identification Algorithm (NHIA) and exclude cases from the Alaska Native Registry. See SEER Race Recode Documentation for Spanish-Hispanic-Latino Ethnicity [http://seer.cancer.gov/seerstat/variables/seer/race_ethnicity/#hispanic]."
"Cancer Site Coding:"
"See <a href=""https://seer.cancer.gov/explorer/cancer-sites.html"">SEER*Explorer Cancer Site Definitions</a> for details about the coding used for SEER Incidence data."
Timestamp:
"Created by seer.cancer.gov/explorer/application.php on 01/21/2020 6:13 pm."
