"All Cancer Sites Combined"
"SEER Incidence Rates by Age at Diagnosis, 2012-2016"

Sex,Race/Ethnicity,"Rate Type",Age,"Rate per 100,000","Rate Standard Error","Rate Lower Confidence Interval","Rate Upper Confidence Interval"
Female,"White (includes Hispanic)","Observed Rates",70-74,1679.7932,4.5235,1670.9388,1688.6828
Female,"White (includes Hispanic)","Observed Rates",75-79,1905.3396,5.5749,1894.4286,1916.2980
Female,"White (includes Hispanic)","Observed Rates",80-84,1973.4599,6.3457,1961.0420,1985.9369
Female,"White (includes Hispanic)","Observed Rates",85+,1782.6440,5.3662,1772.1418,1793.1930
Female,"White (includes Hispanic)","Delay-adjusted Rates",<1,23.7498,0.9648,21.8962,25.7178
Female,"White (includes Hispanic)","Delay-adjusted Rates",1-4,22.2425,0.4654,21.3395,23.1737
Female,"White (includes Hispanic)","Delay-adjusted Rates",5-9,12.8351,0.3133,12.2282,13.4642
Female,"White (includes Hispanic)","Delay-adjusted Rates",10-14,15.6399,0.3436,14.9736,16.3281
Female,"White (includes Hispanic)","Delay-adjusted Rates",15-19,26.1152,0.4369,25.2658,26.9857
Female,"White (includes Hispanic)","Delay-adjusted Rates",20-24,44.4399,0.5538,43.3610,45.5387
Female,"White (includes Hispanic)","Delay-adjusted Rates",25-29,77.3887,0.7316,75.9615,78.8360
Female,"White (includes Hispanic)","Delay-adjusted Rates",30-34,131.0287,0.9645,129.1450,132.9329
Female,"White (includes Hispanic)","Delay-adjusted Rates",35-39,202.5045,1.2400,200.0815,204.9495
Female,"White (includes Hispanic)","Delay-adjusted Rates",40-44,316.8804,1.5245,313.8993,319.8827
Female,"White (includes Hispanic)","Delay-adjusted Rates",45-49,461.2892,1.7848,457.7976,464.8007
Female,"White (includes Hispanic)","Delay-adjusted Rates",50-54,638.7354,2.0310,634.7609,642.7286
Female,"White (includes Hispanic)","Delay-adjusted Rates",55-59,816.8933,2.3335,812.3261,821.4798
Female,"White (includes Hispanic)","Delay-adjusted Rates",60-64,1063.7060,2.8416,1058.1438,1069.2900
Female,"White (includes Hispanic)","Delay-adjusted Rates",65-69,1416.6759,3.5817,1409.6646,1423.7134
Female,"White (includes Hispanic)","Delay-adjusted Rates",70-74,1712.7232,4.6125,1703.6945,1721.7876
Female,"White (includes Hispanic)","Delay-adjusted Rates",75-79,1942.1582,5.6830,1931.0355,1953.3287
Female,"White (includes Hispanic)","Delay-adjusted Rates",80-84,2010.9241,6.4666,1998.2695,2023.6385
Female,"White (includes Hispanic)","Delay-adjusted Rates",85+,1816.6195,5.4688,1805.9164,1827.3700
Male,"All Races (includes Hispanic)","Observed Rates",<1,24.6496,0.8118,23.0839,26.2934
Male,"All Races (includes Hispanic)","Observed Rates",1-4,22.4789,0.3865,21.7276,23.2495
Male,"All Races (includes Hispanic)","Observed Rates",5-9,13.7725,0.2683,13.2516,14.3086
Male,"All Races (includes Hispanic)","Observed Rates",10-14,15.7895,0.2864,15.2332,16.3610
Male,"All Races (includes Hispanic)","Observed Rates",15-19,24.5027,0.3504,23.8208,25.1992
Male,"All Races (includes Hispanic)","Observed Rates",20-24,35.9951,0.4077,35.2004,36.8033
Male,"All Races (includes Hispanic)","Observed Rates",25-29,51.2827,0.4902,50.3265,52.2526
Male,"All Races (includes Hispanic)","Observed Rates",30-34,70.8963,0.5908,69.7430,72.0640
Male,"All Races (includes Hispanic)","Observed Rates",35-39,93.8419,0.7083,92.4587,95.2406
Male,"All Races (includes Hispanic)","Observed Rates",40-44,147.3179,0.8829,145.5925,149.0586
Male,"All Races (includes Hispanic)","Observed Rates",45-49,261.2450,1.1578,258.9806,263.5242
Male,"All Races (includes Hispanic)","Observed Rates",50-54,511.8116,1.5943,508.6915,514.9461
Male,"All Races (includes Hispanic)","Observed Rates",55-59,861.2614,2.1391,857.0739,865.4643
Male,"All Races (includes Hispanic)","Observed Rates",60-64,1309.8896,2.8795,1304.2519,1315.5455
Male,"All Races (includes Hispanic)","Observed Rates",65-69,1886.5501,3.8687,1878.9750,1894.1481
Male,"All Races (includes Hispanic)","Observed Rates",70-74,2307.4619,5.1715,2297.3370,2317.6204
Male,"All Races (includes Hispanic)","Observed Rates",75-79,2626.2037,6.6394,2613.2066,2639.2494
Male,"All Races (includes Hispanic)","Observed Rates",80-84,2800.8222,8.2219,2784.7303,2816.9839
Male,"All Races (includes Hispanic)","Observed Rates",85+,2758.0073,8.5143,2741.3444,2774.7463
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",<1,24.9516,0.8218,23.3667,26.6152
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",1-4,22.7596,0.3914,21.9989,23.5397
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",5-9,13.9483,0.2717,13.4207,14.4912
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",10-14,15.9930,0.2901,15.4294,16.5717
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",15-19,24.8157,0.3548,24.1251,25.5211
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",20-24,36.4499,0.4129,35.6451,37.2682
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",25-29,51.9304,0.4964,50.9620,52.9125
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",30-34,71.7877,0.5983,70.6198,72.9699
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",35-39,95.0293,0.7173,93.6286,96.4457
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",40-44,149.1184,0.8937,147.3719,150.8803
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",45-49,264.4266,1.1719,262.1346,266.7335
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",50-54,518.5484,1.6153,515.3871,521.7241
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",55-59,872.8192,2.1678,868.5754,877.0786
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",60-64,1327.5201,2.9183,1321.8064,1333.2523
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",65-69,1913.1428,3.9234,1905.4606,1920.8481
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",70-74,2339.8636,5.2443,2329.5961,2350.1651
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",75-79,2662.8523,6.7323,2649.6733,2676.0803
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",80-84,2839.0174,8.3344,2822.7055,2855.3999
Male,"All Races (includes Hispanic)","Delay-adjusted Rates",85+,2795.6187,8.6308,2778.7279,2812.5863
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",<1,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",1-4,18.4650,3.2642,12.6300,26.0670
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",5-9,9.0194,2.0692,5.4302,14.0848
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",10-14,11.9220,2.4336,7.6386,17.7389
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",15-19,14.2601,2.6480,9.5502,20.4799
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",20-24,26.3421,3.4891,19.9512,34.1292
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",25-29,32.3254,4.0407,24.8945,41.2788
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",30-34,43.2813,4.9324,34.1569,54.0942
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",35-39,70.9449,6.7643,58.3080,85.5077
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",40-44,85.2718,7.7201,70.8130,101.8146
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",45-49,167.0351,10.8962,146.3600,189.8124
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",50-54,360.2900,16.1450,329.3371,393.3683
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",55-59,546.7372,21.4283,505.5395,590.3978
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",60-64,805.2846,29.8254,747.8812,865.9251
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",65-69,1201.4123,43.3240,1117.9881,1289.4133
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",70-74,1627.7768,62.9335,1506.7499,1755.9377
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",75-79,1533.4232,76.8636,1386.4552,1691.7304
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",80-84,2066.4989,116.9925,1843.5342,2308.9980
Male,"American Indian / Alaska Native (includes Hispanic)","Observed Rates",85+,1833.4342,125.9208,1594.9245,2097.5508
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",<1,-,-,-,-
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",1-4,19.2760,3.4096,13.1813,27.1821
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",5-9,9.6586,2.2176,5.8124,15.0379
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",10-14,12.7157,2.5976,8.1440,18.8778
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",15-19,15.3340,2.8494,10.2664,21.9757
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",20-24,28.1552,3.7323,21.3194,36.4447
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",25-29,34.6447,4.3347,26.6736,44.2043
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",30-34,46.7553,5.3324,36.8915,58.3897
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",35-39,75.9375,7.2452,62.4028,91.4816
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",40-44,91.6067,8.2997,76.0631,109.3302
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",45-49,178.7231,11.6675,156.5850,203.0567
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",50-54,386.7771,17.3453,353.5236,422.2569
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",55-59,587.1827,23.0325,542.9015,634.0449
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",60-64,864.5944,32.0471,802.9158,929.6648
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",65-69,1293.5359,46.6826,1203.6458,1388.2306
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",70-74,1745.2963,67.5273,1615.4370,1882.6232
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",75-79,1643.9738,82.4704,1486.2882,1813.5236
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",80-84,2216.9793,125.6275,1977.5644,2476.8404
Male,"American Indian / Alaska Native (includes Hispanic)","Delay-adjusted Rates",85+,1972.1362,135.5497,1715.3949,2255.7060
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",<1,21.8551,2.4283,17.3561,27.1639
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",1-4,18.8473,1.1243,16.7078,21.1848
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",5-9,10.5290,0.7464,9.1168,12.0979
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",10-14,14.0406,0.8724,12.3826,15.8588
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",15-19,20.1282,1.0326,18.1551,22.2573
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",20-24,25.1352,1.0708,23.0800,27.3243
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",25-29,33.2345,1.1685,30.9836,35.6058
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",30-34,46.8790,1.4071,44.1614,49.7201
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",35-39,64.8573,1.7157,61.5377,68.3093
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",40-44,101.8867,2.1673,97.6826,106.2251
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",45-49,170.3837,2.9394,164.6707,176.2442
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",50-54,305.2680,4.0501,297.3809,313.3113
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",55-59,495.9277,5.4379,485.3261,506.7025
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",60-64,768.6541,7.4257,754.1682,783.3484
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",65-69,1143.7174,10.3092,1123.5999,1164.1046
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",70-74,1395.8029,13.7094,1369.0607,1422.9361
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",75-79,1683.2488,17.8214,1648.4986,1718.5471
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",80-84,1837.0154,23.1131,1791.9907,1882.8854
Male,"Asian / Pacific Islander (includes Hispanic)","Observed Rates",85+,1855.9558,24.5397,1808.1669,1904.6880
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",<1,22.6652,2.5190,17.9983,28.1599
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",1-4,19.4747,1.1619,17.2637,21.8879
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",5-9,10.8686,0.7706,9.4107,12.4864
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",10-14,14.5095,0.9017,12.7958,16.3867
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",15-19,20.7768,1.0660,18.7398,22.9730
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",20-24,25.9787,1.1069,23.8542,28.2400
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",25-29,34.3308,1.2072,32.0051,36.7793
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",30-34,48.4643,1.4549,45.6543,51.4004
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",35-39,67.0367,1.7737,63.6049,70.6039
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",40-44,105.1974,2.2381,100.8560,109.6760
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",45-49,175.9574,3.0361,170.0566,182.0090
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",50-54,315.4805,4.1864,307.3280,323.7926
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",55-59,512.5524,5.6213,501.5934,523.6884
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",60-64,795.0494,7.6821,780.0632,810.2487
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",65-69,1186.3287,10.6957,1165.4571,1207.4767
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",70-74,1446.7736,14.2131,1419.0490,1474.8987
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",75-79,1745.8456,18.4884,1709.7947,1782.4579
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",80-84,1903.4667,23.9541,1856.8038,1950.9949
Male,"Asian / Pacific Islander (includes Hispanic)","Delay-adjusted Rates",85+,1922.3551,25.4227,1872.8466,1972.8289
Male,"Black (includes Hispanic)","Observed Rates",<1,18.4346,1.7739,15.1223,22.2568
Male,"Black (includes Hispanic)","Observed Rates",1-4,16.4295,0.8362,14.8311,18.1531
Male,"Black (includes Hispanic)","Observed Rates",5-9,9.4855,0.5669,8.4069,10.6642
Male,"Black (includes Hispanic)","Observed Rates",10-14,12.9986,0.6633,11.7308,14.3660
Male,"Black (includes Hispanic)","Observed Rates",15-19,17.0543,0.7415,15.6318,18.5715
Male,"Black (includes Hispanic)","Observed Rates",20-24,21.7184,0.7989,20.1805,23.3423
Male,"Black (includes Hispanic)","Observed Rates",25-29,34.6816,1.0785,32.5997,36.8617
Male,"Black (includes Hispanic)","Observed Rates",30-34,54.2439,1.4349,51.4676,57.1311
Male,"Black (includes Hispanic)","Observed Rates",35-39,79.9149,1.8305,76.3671,83.5850
Male,"Black (includes Hispanic)","Observed Rates",40-44,148.1671,2.5048,143.2979,153.1595
Male,"Black (includes Hispanic)","Observed Rates",45-49,304.7943,3.5465,297.8824,311.8260
Male,"Black (includes Hispanic)","Observed Rates",50-54,631.3991,5.0906,621.4606,641.4566
Male,"Black (includes Hispanic)","Observed Rates",55-59,1118.7563,7.2080,1104.6728,1132.9744
Male,"Black (includes Hispanic)","Observed Rates",60-64,1717.9150,10.2040,1697.9730,1738.0328
Male,"Black (includes Hispanic)","Observed Rates",65-69,2326.4012,14.0402,2298.9632,2354.0849
Male,"Black (includes Hispanic)","Observed Rates",70-74,2510.3910,18.0180,2475.1990,2545.9582
Male,"Black (includes Hispanic)","Observed Rates",75-79,2581.0161,22.4666,2537.1680,2625.4319
Male,"Black (includes Hispanic)","Observed Rates",80-84,2471.5972,28.4223,2416.2007,2527.9434
Male,"Black (includes Hispanic)","Observed Rates",85+,2255.3058,30.1486,2196.5983,2315.1850
Male,"Black (includes Hispanic)","Delay-adjusted Rates",<1,18.9231,1.8212,15.5225,22.8419
Male,"Black (includes Hispanic)","Delay-adjusted Rates",1-4,16.8502,0.8578,15.2107,18.6170
Male,"Black (includes Hispanic)","Delay-adjusted Rates",5-9,9.7385,0.5821,8.6309,10.9477
Male,"Black (includes Hispanic)","Delay-adjusted Rates",10-14,13.3460,0.6812,12.0441,14.7492
Male,"Black (includes Hispanic)","Delay-adjusted Rates",15-19,17.4896,0.7605,16.0305,19.0448
Male,"Black (includes Hispanic)","Delay-adjusted Rates",20-24,22.2834,0.8198,20.7053,23.9490
Male,"Black (includes Hispanic)","Delay-adjusted Rates",25-29,35.6266,1.1081,33.4875,37.8655
Male,"Black (includes Hispanic)","Delay-adjusted Rates",30-34,55.6469,1.4723,52.7983,58.6081
Male,"Black (includes Hispanic)","Delay-adjusted Rates",35-39,82.0116,1.8788,78.3701,85.7775
Male,"Black (includes Hispanic)","Delay-adjusted Rates",40-44,151.9052,2.5684,146.9125,157.0233
Male,"Black (includes Hispanic)","Delay-adjusted Rates",45-49,312.4790,3.6365,305.3918,319.6880
Male,"Black (includes Hispanic)","Delay-adjusted Rates",50-54,648.2662,5.2275,638.0606,658.5931
Male,"Black (includes Hispanic)","Delay-adjusted Rates",55-59,1149.0066,7.4042,1134.5398,1163.6106
Male,"Black (includes Hispanic)","Delay-adjusted Rates",60-64,1764.3414,10.4815,1743.8570,1785.0047
Male,"Black (includes Hispanic)","Delay-adjusted Rates",65-69,2394.7598,14.4556,2366.5100,2423.2601
Male,"Black (includes Hispanic)","Delay-adjusted Rates",70-74,2583.3292,18.5453,2547.1073,2619.9335
Male,"Black (includes Hispanic)","Delay-adjusted Rates",75-79,2657.2790,23.1351,2612.1262,2703.0105
Male,"Black (includes Hispanic)","Delay-adjusted Rates",80-84,2545.1261,29.2740,2488.0696,2603.1507
Male,"Black (includes Hispanic)","Delay-adjusted Rates",85+,2323.3059,31.0643,2262.8154,2384.9914
Male,"Hispanic (any race)","Observed Rates",<1,19.6667,1.3025,17.1966,22.3920
Male,"Hispanic (any race)","Observed Rates",1-4,20.7026,0.6647,19.4201,22.0475
Male,"Hispanic (any race)","Observed Rates",5-9,13.7746,0.4867,12.8371,14.7625
Male,"Hispanic (any race)","Observed Rates",10-14,15.7257,0.5356,14.6933,16.8115
Male,"Hispanic (any race)","Observed Rates",15-19,24.5864,0.6699,23.2908,25.9353
Male,"Hispanic (any race)","Observed Rates",20-24,34.0404,0.7669,32.5537,35.5776
Male,"Hispanic (any race)","Observed Rates",25-29,41.8718,0.8712,40.1815,43.6149
Male,"Hispanic (any race)","Observed Rates",30-34,54.2756,1.0149,52.3045,56.3020
Male,"Hispanic (any race)","Observed Rates",35-39,71.0445,1.2141,68.6845,73.4648
Male,"Hispanic (any race)","Observed Rates",40-44,106.2560,1.5466,103.2461,109.3314
Male,"Hispanic (any race)","Observed Rates",45-49,179.8036,2.1156,175.6807,183.9989
Male,"Hispanic (any race)","Observed Rates",50-54,362.6178,3.2627,356.2509,369.0700
Male,"Hispanic (any race)","Observed Rates",55-59,631.6402,4.8679,622.1349,641.2543
Male,"Hispanic (any race)","Observed Rates",60-64,984.3592,7.1501,970.3945,998.4747
Male,"Hispanic (any race)","Observed Rates",65-69,1484.2919,10.5124,1463.7587,1505.0412
Male,"Hispanic (any race)","Observed Rates",70-74,1818.4786,14.4570,1790.2524,1847.0382
Male,"Hispanic (any race)","Observed Rates",75-79,2103.0594,18.8435,2066.2869,2140.3220
Male,"Hispanic (any race)","Observed Rates",80-84,2208.3733,23.9616,2161.6561,2255.8458
Male,"Hispanic (any race)","Observed Rates",85+,2091.7704,25.3907,2042.2980,2142.1384
Male,"Hispanic (any race)","Delay-adjusted Rates",<1,20.0590,1.3289,17.5388,22.8378
Male,"Hispanic (any race)","Delay-adjusted Rates",1-4,21.0596,0.6763,19.7548,22.4276
Male,"Hispanic (any race)","Delay-adjusted Rates",5-9,14.0167,0.4953,13.0626,15.0218
Male,"Hispanic (any race)","Delay-adjusted Rates",10-14,15.9976,0.5450,14.9471,17.1020
Male,"Hispanic (any race)","Delay-adjusted Rates",15-19,25.0160,0.6817,23.6976,26.3884
Male,"Hispanic (any race)","Delay-adjusted Rates",20-24,34.6424,0.7807,33.1290,36.2067
Male,"Hispanic (any race)","Delay-adjusted Rates",25-29,42.5948,0.8864,40.8750,44.3680
Male,"Hispanic (any race)","Delay-adjusted Rates",30-34,55.2297,1.0329,53.2235,57.2917
Male,"Hispanic (any race)","Delay-adjusted Rates",35-39,72.2793,1.2355,69.8779,74.7418
Male,"Hispanic (any race)","Delay-adjusted Rates",40-44,108.0471,1.5730,104.9859,111.1746
Male,"Hispanic (any race)","Delay-adjusted Rates",45-49,182.7274,2.1504,178.5367,186.9911
Male,"Hispanic (any race)","Delay-adjusted Rates",50-54,369.2062,3.3227,362.7222,375.7764
Male,"Hispanic (any race)","Delay-adjusted Rates",55-59,643.2668,4.9585,633.5847,653.0592
Male,"Hispanic (any race)","Delay-adjusted Rates",60-64,1002.1326,7.2807,987.9129,1016.5048
Male,"Hispanic (any race)","Delay-adjusted Rates",65-69,1510.7588,10.7021,1489.8551,1531.8812
Male,"Hispanic (any race)","Delay-adjusted Rates",70-74,1851.4320,14.7226,1822.6874,1880.5142
Male,"Hispanic (any race)","Delay-adjusted Rates",75-79,2140.6616,19.1847,2103.2234,2178.5959
Male,"Hispanic (any race)","Delay-adjusted Rates",80-84,2246.5056,24.3803,2198.9722,2294.8030
Male,"Hispanic (any race)","Delay-adjusted Rates",85+,2129.0815,25.8496,2078.7150,2180.3542
Male,"Non-Hispanic White","Observed Rates",<1,28.5090,1.2905,26.0354,31.1543
Male,"Non-Hispanic White","Observed Rates",1-4,24.8952,0.6024,23.7284,26.1045
Male,"Non-Hispanic White","Observed Rates",5-9,14.9531,0.4100,14.1602,15.7789
Male,"Non-Hispanic White","Observed Rates",10-14,16.1910,0.4165,15.3848,17.0285
Male,"Non-Hispanic White","Observed Rates",15-19,26.3457,0.5178,25.3405,27.3805
Male,"Non-Hispanic White","Observed Rates",20-24,41.1985,0.6231,39.9862,42.4382
Male,"Non-Hispanic White","Observed Rates",25-29,61.2665,0.7558,59.7941,62.7661
Male,"Non-Hispanic White","Observed Rates",30-34,84.0496,0.9021,82.2906,85.8367
Male,"Non-Hispanic White","Observed Rates",35-39,109.1362,1.0693,107.0503,111.2524
Male,"Non-Hispanic White","Observed Rates",40-44,166.7150,1.2835,164.2087,169.2499
Male,"Non-Hispanic White","Observed Rates",45-49,285.8525,1.5955,282.7338,288.9970
Male,"Non-Hispanic White","Observed Rates",50-54,539.5748,2.0744,535.5167,543.6561
Male,"Non-Hispanic White","Observed Rates",55-59,885.8538,2.6730,880.6224,891.1086
Male,"Non-Hispanic White","Observed Rates",60-64,1335.5492,3.5049,1328.6884,1342.4366
Male,"Non-Hispanic White","Observed Rates",65-69,1924.9742,4.6173,1915.9350,1934.0454
Male,"Non-Hispanic White","Observed Rates",70-74,2400.0780,6.1941,2387.9529,2412.2495
Male,"Non-Hispanic White","Observed Rates",75-79,2763.7543,7.9850,2748.1259,2779.4496
Male,"Non-Hispanic White","Observed Rates",80-84,2964.5649,9.7551,2945.4757,2983.7470
Male,"Non-Hispanic White","Observed Rates",85+,2936.1366,10.0121,2916.5456,2955.8267
Male,"Non-Hispanic White","Delay-adjusted Rates",<1,28.9881,1.3123,26.4728,31.6769
Male,"Non-Hispanic White","Delay-adjusted Rates",1-4,25.3172,0.6126,24.1306,26.5468
Male,"Non-Hispanic White","Delay-adjusted Rates",5-9,15.2123,0.4171,14.4056,16.0522
Male,"Non-Hispanic White","Delay-adjusted Rates",10-14,16.4778,0.4239,15.6573,17.3299
Male,"Non-Hispanic White","Delay-adjusted Rates",15-19,26.8064,0.5269,25.7836,27.8592
Male,"Non-Hispanic White","Delay-adjusted Rates",20-24,41.9204,0.6340,40.6868,43.1817
Male,"Non-Hispanic White","Delay-adjusted Rates",25-29,62.3440,0.7691,60.8455,63.8699
Male,"Non-Hispanic White","Delay-adjusted Rates",30-34,85.5147,0.9179,83.7250,87.3329
Male,"Non-Hispanic White","Delay-adjusted Rates",35-39,111.0365,1.0880,108.9142,113.1895
Male,"Non-Hispanic White","Delay-adjusted Rates",40-44,169.5383,1.3053,166.9894,172.1161
Male,"Non-Hispanic White","Delay-adjusted Rates",45-49,290.7143,1.6227,287.5424,293.9122
Male,"Non-Hispanic White","Delay-adjusted Rates",50-54,549.2232,2.1116,545.0922,553.3775
Male,"Non-Hispanic White","Delay-adjusted Rates",55-59,902.1041,2.7222,896.7764,907.4554
Male,"Non-Hispanic White","Delay-adjusted Rates",60-64,1360.1845,3.5698,1353.1967,1367.1992
Male,"Non-Hispanic White","Delay-adjusted Rates",65-69,1962.7685,4.7083,1953.5511,1972.0183
Male,"Non-Hispanic White","Delay-adjusted Rates",70-74,2447.4892,6.3170,2435.1236,2459.9018
Male,"Non-Hispanic White","Delay-adjusted Rates",75-79,2818.1699,8.1428,2802.2325,2834.1750
Male,"Non-Hispanic White","Delay-adjusted Rates",80-84,3022.0602,9.9450,3002.5994,3041.6153
Male,"Non-Hispanic White","Delay-adjusted Rates",85+,2993.4672,10.2084,2973.4921,3013.5425
Male,"White (includes Hispanic)","Observed Rates",<1,25.4386,0.9684,23.5756,27.4096
Male,"White (includes Hispanic)","Observed Rates",1-4,23.7740,0.4667,22.8680,24.7067
Male,"White (includes Hispanic)","Observed Rates",5-9,14.9046,0.3274,14.2699,15.5604
Male,"White (includes Hispanic)","Observed Rates",10-14,16.2636,0.3398,15.6044,16.9435
Male,"White (includes Hispanic)","Observed Rates",15-19,26.3022,0.4245,25.4767,27.1477
Male,"White (includes Hispanic)","Observed Rates",20-24,39.4931,0.5024,38.5145,40.4903
Male,"White (includes Hispanic)","Observed Rates",25-29,55.9668,0.6002,54.7965,57.1558
Male,"White (includes Hispanic)","Observed Rates",30-34,75.5686,0.7110,74.1813,76.9753
Male,"White (includes Hispanic)","Observed Rates",35-39,97.8300,0.8420,96.1865,99.4945
Male,"White (includes Hispanic)","Observed Rates",40-44,150.3117,1.0335,148.2929,152.3512
Male,"White (includes Hispanic)","Observed Rates",45-49,260.8357,1.3272,258.2408,263.4502
Male,"White (includes Hispanic)","Observed Rates",50-54,505.4778,1.8020,501.9521,509.0221
Male,"White (includes Hispanic)","Observed Rates",55-59,845.4827,2.3930,840.7989,850.1861
Male,"White (includes Hispanic)","Observed Rates",60-64,1287.1555,3.1981,1280.8949,1293.4391
